Time,Temperature,Humidity,Light,Loudness,Z_Anomaly,IQR_Anomaly
1623782066,34.49,38.567499999999995,642,153.0,False,True
1623782076,34.49,38.567499999999995,642,162.0,False,True
1623782086,34.49,38.567499999999995,642,127.0,False,True
1623782096,34.49,38.567499999999995,642,164.0,False,True
1623782106,34.49,38.567499999999995,642,148.0,False,True
1623782116,34.49,38.567499999999995,642,155.0,False,True
1623782126,34.49,38.567499999999995,642,146.0,False,True
1623782136,34.49,38.567499999999995,642,144.0,False,True
1623782146,34.49,38.567499999999995,642,147.0,False,True
1623782156,34.49,38.567499999999995,642,148.0,False,True
1623782166,34.49,38.567499999999995,642,150.0,False,True
1623782176,34.49,38.567499999999995,642,149.0,False,True
1623782186,34.49,38.567499999999995,642,152.0,False,True
1623782196,34.49,38.567499999999995,642,147.0,False,True
1623782206,34.49,38.567499999999995,642,127.0,False,True
1623782216,34.49,38.567499999999995,642,147.0,False,True
1623782226,34.49,38.567499999999995,642,131.0,False,True
1623782236,34.49,38.567499999999995,642,164.0,False,True
1623782246,34.49,38.567499999999995,642,160.0,False,True
1623782256,34.49,38.567499999999995,642,132.0,False,True
1623782266,34.49,38.567499999999995,642,142.0,False,True
1623782276,34.49,38.567499999999995,642,142.0,False,True
1623782286,34.49,38.567499999999995,642,152.0,False,True
1623782296,34.49,38.567499999999995,642,140.0,False,True
1623782306,34.49,38.567499999999995,642,149.0,False,True
1623782316,34.49,38.567499999999995,642,150.0,False,True
1623782326,34.49,38.567499999999995,642,171.0,False,True
1623782336,34.49,38.567499999999995,642,153.0,False,True
1623782346,34.49,38.567499999999995,642,145.0,False,True
1623782356,34.49,38.567499999999995,642,150.0,False,True
1623782366,34.49,38.567499999999995,642,146.0,False,True
1623782376,34.49,38.567499999999995,642,165.0,False,True
1623782386,34.49,38.567499999999995,642,140.0,False,True
1623782396,34.49,38.567499999999995,640,150.0,False,True
1623782406,34.49,38.567499999999995,640,142.0,False,True
1623782416,34.49,38.567499999999995,639,142.0,False,True
1623782426,34.49,38.567499999999995,640,158.0,False,True
1623782436,34.49,38.567499999999995,640,130.0,False,True
1623782446,34.49,38.567499999999995,639,158.0,False,True
1623782456,34.49,38.567499999999995,639,180.0,False,True
1623782466,34.49,38.567499999999995,639,123.0,False,True
1623782476,34.49,38.567499999999995,639,126.0,False,True
1623782486,34.49,38.567499999999995,639,140.0,False,True
1623782496,34.49,38.567499999999995,639,114.0,False,True
1623782506,34.49,38.567499999999995,639,157.0,False,True
1623782516,34.49,38.567499999999995,638,147.0,False,True
1623782526,34.49,38.567499999999995,638,159.0,False,True
1623782536,34.49,38.567499999999995,638,128.0,False,True
1623782546,34.49,38.567499999999995,638,148.0,False,True
1623782556,34.49,38.567499999999995,637,152.0,False,True
1623782566,34.49,38.567499999999995,638,163.0,False,True
1623782576,34.49,38.567499999999995,637,168.0,False,True
1623782586,34.49,38.567499999999995,638,162.0,False,True
1623782596,34.49,38.567499999999995,636,171.0,False,True
1623782606,34.49,38.567499999999995,636,127.0,False,True
1623782616,34.49,38.567499999999995,636,159.0,False,True
1623782626,34.49,38.567499999999995,636,137.0,False,True
1623782636,34.49,38.567499999999995,638,151.0,False,True
1623782646,34.49,38.567499999999995,635,150.0,False,True
1623782656,34.49,38.567499999999995,636,148.0,False,True
1623782666,34.49,38.567499999999995,637,137.0,False,True
1623782676,34.49,38.567499999999995,635,151.0,False,True
1623782686,34.49,38.567499999999995,637,146.0,False,True
1623782696,34.49,38.567499999999995,635,135.0,False,True
1623782706,34.49,38.567499999999995,635,144.0,False,True
1623782716,34.49,38.567499999999995,636,165.0,False,True
1623782726,34.49,38.567499999999995,635,162.0,False,True
1623782736,34.49,38.567499999999995,635,120.0,False,True
1623782746,34.49,38.567499999999995,635,129.0,False,True
1623782756,34.49,38.567499999999995,635,172.0,False,True
1623782766,34.49,38.567499999999995,635,128.0,False,True
1623782776,34.49,38.567499999999995,634,168.0,False,True
1623782786,34.49,38.567499999999995,635,148.0,False,True
1623782796,34.49,38.567499999999995,635,120.0,False,True
1623782806,34.49,38.567499999999995,635,144.0,False,True
1623782816,34.49,38.567499999999995,635,163.0,False,True
1623782826,34.49,38.567499999999995,634,135.0,False,True
1623782836,34.49,38.567499999999995,634,162.0,False,True
1623782846,34.49,38.567499999999995,635,160.0,False,True
1623782856,34.49,38.567499999999995,636,154.0,False,True
1623782866,34.49,38.567499999999995,635,144.0,False,True
1623782876,34.49,38.567499999999995,634,144.0,False,True
1623782886,34.49,38.567499999999995,636,127.0,False,True
1623782896,34.49,38.567499999999995,635,153.0,False,True
1623782906,34.49,38.567499999999995,635,131.0,False,True
1623782916,34.41,38.567499999999995,635,135.0,False,True
1623782926,34.22,38.567499999999995,634,144.0,False,True
1623782936,34.06,38.567499999999995,635,156.0,False,True
1623782946,33.81,38.567499999999995,637,161.0,False,True
1623782956,33.59,38.567499999999995,636,128.0,False,True
1623782966,33.44,38.567499999999995,635,162.0,False,True
1623782976,33.25,38.567499999999995,635,144.0,False,True
1623782986,33.09,38.567499999999995,634,148.0,False,True
1623782996,32.94,38.567499999999995,637,143.0,False,True
1623783006,32.69,38.567499999999995,636,150.0,False,True
1623783016,32.53,38.567499999999995,637,151.0,False,True
1623783026,32.44,38.567499999999995,637,158.0,False,True
1623783036,32.31,38.567499999999995,635,138.0,False,True
1623783046,32.12,38.567499999999995,635,163.0,False,True
1623783056,32.06,38.567499999999995,637,150.0,False,True
1623783066,32.0,38.567499999999995,636,138.0,False,True
1623783076,31.91,38.567499999999995,635,141.0,False,True
1623783086,31.91,38.567499999999995,634,127.0,False,True
1623783096,31.84,38.567499999999995,636,140.0,False,True
1623783106,31.84,38.567499999999995,637,150.0,False,True
1623783116,31.88,38.567499999999995,635,124.0,False,True
1623783126,31.78,38.567499999999995,637,154.0,False,True
1623783136,31.72,38.62,637,151.0,False,False
1623783146,31.62,38.88,636,169.0,False,False
1623783156,31.53,39.0,635,146.0,False,False
1623783166,31.5,39.12,635,159.0,False,False
1623783176,31.41,39.19,635,159.0,False,False
1623783186,31.34,39.44,636,136.0,False,False
1623783196,31.25,39.62,635,148.0,False,False
1623783206,31.22,39.75,637,159.0,False,False
1623783216,31.12,39.88,638,140.0,False,False
1623783226,31.03,40.0,635,154.0,False,False
1623783236,31.09,40.06,635,122.0,False,False
1623783246,31.0,40.19,637,177.0,False,False
1623783256,31.0,40.19,635,134.0,False,False
1623783266,31.12,40.19,635,153.0,False,False
1623783276,31.06,40.12,636,152.0,False,False
1623783286,31.03,40.19,635,155.0,False,False
1623783296,31.06,40.19,635,171.0,False,False
1623783306,30.97,40.19,636,161.0,False,False
1623783316,30.97,40.19,635,146.0,False,False
1623783326,30.91,40.44,635,135.0,False,False
1623783336,30.84,40.62,635,140.0,False,False
1623783346,30.81,40.62,635,140.0,False,False
1623783356,30.78,40.69,636,197.0,False,False
1623783366,30.72,40.62,636,149.0,False,False
1623783376,30.69,40.69,634,144.0,False,False
1623783386,30.62,40.75,636,144.0,False,False
1623783396,30.53,40.69,636,152.0,False,False
1623783406,30.41,40.75,635,158.0,False,False
1623783416,30.31,41.0,637,139.0,False,False
1623783426,30.34,41.31,637,153.0,False,False
1623783436,30.34,41.44,635,138.0,False,False
1623783446,30.41,41.5,635,137.0,False,False
1623783456,30.47,41.5,635,127.0,False,False
1623783466,30.47,41.25,634,162.0,False,False
1623783476,30.5,41.12,637,162.0,False,False
1623783486,30.56,41.12,636,139.0,False,False
1623783496,30.53,41.12,636,138.0,False,False
1623783506,30.59,41.19,634,149.0,False,False
1623783516,30.56,41.19,636,151.0,False,False
1623783526,30.53,41.12,636,159.0,False,False
1623783536,30.62,41.31,635,159.0,False,False
1623783546,30.53,41.31,635,153.0,False,False
1623783556,30.53,41.38,635,162.0,False,False
1623783566,30.5,41.38,635,138.0,False,False
1623783576,30.41,41.5,636,160.0,False,False
1623783586,30.34,41.5,636,133.0,False,False
1623783596,30.34,41.62,634,167.0,False,False
1623783606,30.25,41.81,634,154.0,False,False
1623783616,30.22,41.88,636,142.0,False,False
1623783626,30.19,41.94,636,128.0,False,False
1623783636,30.16,42.12,635,138.0,False,False
1623783646,30.06,42.25,635,136.0,False,False
1623783656,30.03,42.25,637,142.0,False,False
1623783666,30.03,42.25,635,150.0,False,False
1623783676,30.03,42.25,636,155.0,False,False
1623783686,30.03,42.31,635,162.0,False,False
1623783696,30.0,42.38,636,136.0,False,False
1623783706,30.03,42.38,634,146.0,False,False
1623783716,30.0,42.25,634,111.0,False,False
1623783726,30.06,42.25,634,155.0,False,False
1623783736,29.97,42.25,636,152.0,False,False
1623783746,29.97,42.19,634,139.0,False,False
1623783756,29.94,42.31,635,153.0,False,False
1623783766,29.94,42.44,634,172.0,False,False
1623783776,29.94,42.56,634,146.0,False,False
1623783786,29.97,42.56,635,139.0,False,False
1623783796,29.97,42.56,635,157.0,False,False
1623783806,29.94,42.56,635,124.0,False,False
1623783816,29.97,42.56,634,147.0,False,False
1623783826,30.0,42.5,636,160.0,False,False
1623783836,30.06,42.44,634,143.0,False,False
1623783846,30.09,42.44,636,123.0,False,False
1623783856,30.06,42.5,634,173.0,False,False
1623783866,30.12,42.44,634,136.0,False,False
1623783876,30.09,42.62,636,141.0,False,False
1623783886,30.09,42.62,636,154.0,False,False
1623783896,30.06,42.69,635,171.0,False,False
1623783906,30.03,42.69,635,166.0,False,False
1623783916,30.06,42.69,636,154.0,False,False
1623783926,30.06,42.62,634,161.0,False,False
1623783936,30.03,42.69,634,147.0,False,False
1623783946,30.09,42.69,635,115.0,False,False
1623783956,30.0,42.56,634,149.0,False,False
1623783966,29.97,42.62,635,179.0,False,False
1623783976,29.94,42.62,634,137.0,False,False
1623783986,29.97,42.75,636,173.0,False,False
1623783996,29.91,42.75,636,138.0,False,False
1623784006,29.91,42.88,635,162.0,False,False
1623784016,29.94,42.94,634,129.0,False,False
1623784026,29.94,42.94,634,145.0,False,False
1623784036,29.88,42.94,636,148.0,False,False
1623784046,29.94,42.88,635,155.0,False,False
1623784056,29.94,42.94,635,149.0,False,False
1623784066,29.97,42.94,637,140.0,False,False
1623784076,30.0,42.88,636,149.0,False,False
1623784086,30.06,42.94,634,151.0,False,False
1623784096,30.09,42.88,635,144.0,False,False
1623784106,30.09,42.75,635,145.0,False,False
1623784116,30.09,42.75,635,162.0,False,False
1623784126,30.03,42.75,635,142.0,False,False
1623784136,30.03,42.81,634,194.0,False,False
1623784146,30.06,42.81,635,161.0,False,False
1623784156,29.97,42.81,634,136.0,False,False
1623784166,29.94,42.88,634,154.0,False,False
1623784176,29.91,42.88,634,156.0,False,False
1623784186,29.94,42.88,634,142.0,False,False
1623784196,29.97,42.75,635,149.0,False,False
1623784206,29.94,42.75,634,127.0,False,False
1623784216,29.97,42.81,634,169.0,False,False
1623784226,29.84,43.06,634,168.0,False,False
1623784236,29.88,43.06,634,155.0,False,False
1623784246,29.91,42.94,634,152.0,False,False
1623784256,29.88,42.81,634,144.0,False,False
1623784266,29.81,42.81,634,162.0,False,False
1623784276,29.84,42.75,634,134.0,False,False
1623784286,29.84,42.81,634,126.0,False,False
1623784296,29.78,42.75,634,153.0,False,False
1623784306,29.75,42.69,634,161.0,False,False
1623784316,29.75,42.81,636,176.0,False,False
1623784326,29.72,42.94,634,118.0,False,False
1623784336,29.72,43.25,634,131.0,False,False
1623784346,29.66,43.44,634,157.0,False,False
1623784356,29.59,43.62,636,146.0,False,False
1623784366,29.56,43.69,634,159.0,False,False
1623784376,29.56,43.81,634,162.0,False,False
1623784386,29.53,44.06,634,149.0,False,False
1623784396,29.5,44.06,634,136.0,False,False
1623784406,29.47,44.06,636,130.0,False,False
1623784416,29.44,44.19,636,159.0,False,False
1623784426,29.5,44.19,635,152.0,False,False
1623784436,29.5,44.25,634,129.0,False,False
1623784446,29.53,44.25,634,135.0,False,False
1623784456,29.5,44.19,636,152.0,False,False
1623784466,29.5,44.12,636,151.0,False,False
1623784476,29.53,43.88,634,155.0,False,False
1623784486,29.56,43.81,636,164.0,False,False
1623784496,29.56,43.88,635,149.0,False,False
1623784506,29.53,43.88,634,150.0,False,False
1623784516,29.53,43.88,635,150.0,False,False
1623784526,29.47,43.88,635,147.0,False,False
1623784536,29.41,44.12,635,127.0,False,False
1623784546,29.34,44.12,634,131.0,False,False
1623784556,29.38,44.31,636,155.0,False,False
1623784566,29.41,44.31,634,139.0,False,False
1623784576,29.44,44.31,635,135.0,False,False
1623784586,29.47,44.06,635,146.0,False,False
1623784596,29.47,43.88,634,127.0,False,False
1623784606,29.53,43.81,634,158.0,False,False
1623784616,29.5,43.69,634,158.0,False,False
1623784626,29.47,43.81,636,134.0,False,False
1623784636,29.47,43.94,635,145.0,False,False
1623784646,29.41,44.0,634,171.0,False,False
1623784656,29.44,44.19,635,108.0,False,False
1623784666,29.44,44.25,635,145.0,False,False
1623784676,29.41,44.31,634,139.0,False,False
1623784686,29.41,44.38,634,167.0,False,False
1623784696,29.41,44.44,634,148.0,False,False
1623784706,29.38,44.5,636,126.0,False,False
1623784716,29.34,44.19,636,149.0,False,False
1623784726,29.41,44.0,636,159.0,False,False
1623784736,29.44,43.94,635,134.0,False,False
1623784746,29.41,44.19,634,144.0,False,False
1623784756,29.44,44.31,634,172.0,False,False
1623784766,29.44,44.38,636,163.0,False,False
1623784776,29.44,44.44,636,142.0,False,False
1623784786,29.41,44.38,636,157.0,False,False
1623784796,29.41,44.44,634,169.0,False,False
1623784806,29.34,44.5,635,145.0,False,False
1623784816,29.38,44.5,636,156.0,False,False
1623784826,29.38,44.5,635,148.0,False,False
1623784836,29.34,44.44,634,142.0,False,False
1623784846,29.34,44.56,634,161.0,False,False
1623784856,29.38,44.5,634,136.0,False,False
1623784866,29.38,44.38,634,137.0,False,False
1623784876,29.44,44.38,635,162.0,False,False
1623784886,29.44,44.44,634,148.0,False,False
1623784896,29.5,44.31,634,131.0,False,False
1623784906,29.56,44.12,636,134.0,False,False
1623784916,29.53,44.06,635,142.0,False,False
1623784926,29.53,44.06,637,153.0,False,False
1623784936,29.5,44.0,635,147.0,False,False
1623784946,29.5,44.06,634,162.0,False,False
1623784956,29.5,44.19,636,131.0,False,False
1623784966,29.47,44.06,634,155.0,False,False
1623784976,29.44,44.19,634,167.0,False,False
1623784986,29.38,44.25,636,156.0,False,False
1623784996,29.41,44.25,634,146.0,False,False
1623785006,29.41,44.19,634,158.0,False,False
1623785016,29.38,44.12,635,127.0,False,False
1623785026,29.38,43.88,634,158.0,False,False
1623785036,29.34,43.94,636,136.0,False,False
1623785046,29.31,44.19,636,157.0,False,False
1623785056,29.34,44.31,634,140.0,False,False
1623785066,29.31,44.44,635,140.0,False,False
1623785076,29.38,44.38,634,149.0,False,False
1623785086,29.38,44.38,635,172.0,False,False
1623785096,29.41,44.19,635,152.0,False,False
1623785106,29.38,44.19,636,153.0,False,False
1623785116,29.41,44.0,634,127.0,False,False
1623785126,29.38,44.06,634,140.0,False,False
1623785136,29.34,44.12,636,155.0,False,False
1623785146,29.31,44.31,636,163.0,False,False
1623785156,29.25,44.0,636,128.0,False,False
1623785166,29.22,43.94,634,139.0,False,False
1623785176,29.22,44.25,635,152.0,False,False
1623785186,29.25,44.5,636,153.0,False,False
1623785196,29.19,44.25,634,149.0,False,False
1623785206,29.22,44.06,634,150.0,False,False
1623785216,29.25,44.06,636,154.0,False,False
1623785226,29.28,44.19,635,144.0,False,False
1623785236,29.31,44.12,634,178.0,False,False
1623785246,29.31,44.0,635,154.0,False,False
1623785256,29.34,43.94,634,143.0,False,False
1623785266,29.34,43.88,636,148.0,False,False
1623785276,29.34,43.81,634,150.0,False,False
1623785286,29.31,43.69,634,172.0,False,False
1623785296,29.31,43.56,636,154.0,False,False
1623785306,29.31,43.69,634,138.0,False,False
1623785316,29.34,43.56,635,142.0,False,False
1623785326,29.28,43.56,634,124.0,False,False
1623785336,29.25,43.56,636,153.0,False,False
1623785346,29.22,43.62,634,133.0,False,False
1623785356,29.16,43.62,634,161.0,False,False
1623785366,29.22,43.69,634,139.0,False,False
1623785376,29.28,43.69,636,145.0,False,False
1623785386,29.28,43.69,634,132.0,False,False
1623785396,29.28,43.62,634,150.0,False,False
1623785406,29.28,43.75,634,157.0,False,False
1623785416,29.31,43.62,635,127.0,False,False
1623785426,29.31,43.62,634,141.0,False,False
1623785436,29.28,43.5,634,150.0,False,False
1623785446,29.31,43.56,636,137.0,False,False
1623785456,29.34,43.5,634,146.0,False,False
1623785466,29.34,43.56,634,139.0,False,False
1623785476,29.31,43.56,636,138.0,False,False
1623785486,29.31,43.44,634,144.0,False,False
1623785496,29.31,43.62,634,165.0,False,False
1623785506,29.28,43.56,636,167.0,False,False
1623785516,29.31,43.62,636,143.0,False,False
1623785526,29.28,43.69,634,127.0,False,False
1623785536,29.28,43.75,634,155.0,False,False
1623785546,29.28,44.0,634,140.0,False,False
1623785556,29.28,43.94,634,157.0,False,False
1623785566,29.22,44.06,634,153.0,False,False
1623785576,29.22,44.06,634,173.0,False,False
1623785586,29.22,44.0,634,159.0,False,False
1623785596,29.19,44.12,636,168.0,False,False
1623785606,29.19,44.12,634,142.0,False,False
1623785616,29.19,44.25,634,142.0,False,False
1623785626,29.12,44.31,635,152.0,False,False
1623785636,29.12,44.38,634,145.0,False,False
1623785646,29.06,44.19,634,148.0,False,False
1623785656,29.06,44.19,634,166.0,False,False
1623785666,29.09,44.12,636,146.0,False,False
1623785676,29.06,44.06,634,143.0,False,False
1623785686,29.06,44.12,634,133.0,False,False
1623785696,29.12,44.31,634,145.0,False,False
1623785706,29.12,44.38,634,121.0,False,False
1623785716,29.03,44.25,634,145.0,False,False
1623785726,29.06,44.19,634,157.0,False,False
1623785736,29.09,44.12,634,162.0,False,False
1623785746,29.03,44.06,635,127.0,False,False
1623785756,29.03,44.06,634,100.5,False,True
1623785766,29.09,44.31,634,153.0,False,False
1623785776,29.06,44.25,635,136.0,False,False
1623785786,29.09,44.44,635,178.0,False,False
1623785796,29.06,44.44,635,131.0,False,False
1623785806,29.03,44.31,634,181.0,False,False
1623785816,29.03,44.19,634,162.0,False,False
1623785826,29.03,44.31,634,159.0,False,False
1623785836,29.03,44.25,636,151.0,False,False
1623785846,22.94,62.88,631,187.0,False,False
1623785856,23.03,62.81,627,139.0,False,False
1623785866,23.03,62.81,625,165.0,False,False
1623785876,23.06,62.75,625,158.0,False,False
1623785886,23.09,62.69,625,127.0,False,False
1623785896,23.03,62.75,625,144.0,False,False
1623785906,23.03,62.69,625,130.0,False,False
1623785916,23.03,62.69,625,119.0,False,False
1623785926,23.06,62.69,625,161.0,False,False
1623785936,23.06,62.62,625,147.0,False,False
1623785946,23.03,62.69,625,136.0,False,False
1623785956,23.03,62.69,626,164.0,False,False
1623785966,23.0,62.69,625,127.0,False,False
1623785976,23.0,62.69,627,140.0,False,False
1623785986,23.0,62.75,625,136.0,False,False
1623785996,22.97,62.69,625,110.0,False,False
1623786006,22.97,62.75,625,142.0,False,False
1623786016,22.97,62.81,625,116.0,False,False
1623786026,22.97,62.75,625,145.0,False,False
1623786036,23.0,62.88,625,123.0,False,False
1623786046,23.0,62.75,625,127.0,False,False
1623786056,23.0,62.81,627,168.0,False,False
1623786066,23.0,62.81,625,177.0,False,False
1623786076,23.0,62.75,625,125.0,False,False
1623786086,23.0,62.81,625,133.0,False,False
1623786096,22.94,62.81,627,117.0,False,False
1623786106,22.97,62.81,625,162.0,False,False
1623786116,23.0,62.75,625,131.0,False,False
1623786126,22.97,62.81,625,138.0,False,False
1623786136,23.0,62.75,625,111.0,False,False
1623786146,23.0,62.81,626,148.0,False,False
1623786156,22.97,62.75,626,138.0,False,False
1623786166,23.0,62.69,625,164.0,False,False
1623786176,22.94,62.75,626,129.0,False,False
1623786186,22.94,62.75,625,142.0,False,False
1623786196,22.94,62.75,627,132.0,False,False
1623786206,22.97,62.62,625,134.0,False,False
1623786216,23.0,62.75,625,147.0,False,False
1623786226,22.97,62.69,626,173.0,False,False
1623786236,22.94,62.62,626,170.0,False,False
1623786246,22.97,62.69,625,136.0,False,False
1623786256,22.97,62.75,627,138.0,False,False
1623786266,22.97,62.69,627,177.0,False,False
1623786276,23.03,62.75,625,150.0,False,False
1623786286,23.03,62.62,625,187.0,False,False
1623786296,23.03,62.69,626,183.0,False,False
1623786306,23.0,62.62,627,158.0,False,False
1623786316,22.97,62.62,627,175.0,False,False
1623786326,23.0,62.56,627,100.5,False,True
1623786336,23.03,62.62,627,153.0,False,False
1623786346,23.0,62.62,626,159.0,False,False
1623786356,23.03,62.56,625,146.0,False,False
1623786366,23.03,62.56,625,154.0,False,False
1623786376,23.0,62.62,625,156.0,False,False
1623786386,23.03,62.62,626,161.0,False,False
1623786396,23.06,62.62,626,147.0,False,False
1623786406,23.03,62.5,626,147.0,False,False
1623786416,23.06,62.5,626,165.0,False,False
1623786426,23.06,62.5,625,122.0,False,False
1623786436,23.06,62.44,625,109.0,False,False
1623786446,23.31,61.31,626,167.0,False,False
1623786456,23.28,61.44,630,148.0,False,False
1623786466,23.31,61.56,627,140.0,False,False
1623786476,23.25,61.38,626,141.0,False,False
1623786486,23.25,61.44,626,179.0,False,False
1623786496,23.25,61.38,626,130.0,False,False
1623786506,23.31,61.38,626,159.0,False,False
1623786516,23.31,61.38,626,112.0,False,False
1623786526,23.31,61.38,627,159.0,False,False
1623786536,23.34,61.38,628,142.0,False,False
1623786546,23.25,61.56,626,138.0,False,False
1623786556,23.22,61.62,625,142.0,False,False
1623786566,23.19,61.75,626,139.0,False,False
1623786576,23.25,61.69,626,136.0,False,False
1623786586,23.28,61.69,628,159.0,False,False
1623786596,23.31,61.62,626,134.0,False,False
1623786606,23.28,61.62,626,142.0,False,False
1623786616,23.31,61.56,627,136.0,False,False
1623786626,23.34,61.5,628,166.0,False,False
1623786636,23.25,61.56,626,119.0,False,False
1623786646,23.28,61.62,628,167.0,False,False
1623786656,23.25,61.62,627,156.0,False,False
1623786666,23.25,61.56,626,152.0,False,False
1623786676,23.22,61.56,625,136.0,False,False
1623786686,23.19,61.62,626,162.0,False,False
1623786696,23.19,61.69,626,127.0,False,False
1623786706,23.25,61.69,627,127.0,False,False
1623786716,23.31,61.56,626,136.0,False,False
1623786726,23.34,61.56,626,171.0,False,False
1623786736,23.25,61.5,627,200.5,False,True
1623786746,23.22,61.62,626,148.0,False,False
1623786756,23.06,61.69,627,168.0,False,False
1623786766,23.03,61.81,626,140.0,False,False
1623786776,22.97,62.0,625,154.0,False,False
1623786786,22.94,62.12,628,158.0,False,False
1623786796,22.88,62.19,625,140.0,False,False
1623786806,22.84,62.31,626,158.0,False,False
1623786816,22.84,62.38,626,143.0,False,False
1623786826,22.91,62.5,626,164.0,False,False
1623786836,22.97,62.38,628,163.0,False,False
1623786846,23.03,62.38,626,135.0,False,False
1623786856,23.03,62.25,628,152.0,False,False
1623786866,23.06,62.12,626,140.0,False,False
1623786876,23.03,62.06,626,187.0,False,False
1623786886,23.0,62.06,626,124.0,False,False
1623786896,22.84,62.06,626,200.5,True,True
1623786906,22.81,62.19,626,100.5,False,True
1623786916,22.66,62.5,626,117.0,False,False
1623786926,22.56,62.69,626,120.0,False,False
1623786936,22.53,63.0,628,160.0,False,False
1623786946,22.56,63.19,625,158.0,False,False
1623786956,22.53,63.31,628,141.0,False,False
1623786966,22.53,63.38,626,189.0,False,False
1623786976,22.44,63.31,628,137.0,False,False
1623786986,22.41,63.38,626,145.0,False,False
1623786996,22.34,63.5,626,160.0,False,False
1623787006,22.38,63.56,625,149.0,False,False
1623787016,22.34,63.62,626,134.0,False,False
1623787026,22.25,63.75,625,131.0,False,False
